symbol	hgnc_id	expected	observed	p-value	info
DDR2	2731.0	0.043842579856250063	0.34871475405035196	0.036861496513827634	probability of observing this or more number of mutations is too small
DDX1	2734.0	0.030904933813422034	0.307955433012906	0.04972329650941441	probability of observing this or more number of mutations is too small
DDX10	2735.0	0.03584039302088651	0.505023149123397	0.004205860198576461	probability of observing this or more number of mutations is too small
DDX17	2740.0	0.04268255151506255	0.001	1.0	observed < expected, pvalue set at 1
DDX19A	25628.0	0.03433742849547524	0.192847623215639	0.0693617167515571	probability of observing this or more number of mutations is too small
DDX23	17347.0	0.12133940887584214	0.346435093148541	0.1406342803238938	probability of observing this or more number of mutations is too small
DDX3X	2745.0	0.06156854379266324	1.7904333004714748	0.00010158554613196991	probability of observing this or more number of mutations is too small
DDX41	18674.0	0.06971777981831734	0.001	1.0	observed < expected, pvalue set at 1
DDX5	2746.0	0.041967423902976676	0.001	1.0	observed < expected, pvalue set at 1
DDX51	20082.0	0.0355161229619299	0.307105785961931	0.029295838301618103	probability of observing this or more number of mutations is too small
DDX59	25360.0	0.025939190733066456	0.28755693636381396	0.0407910749091191	probability of observing this or more number of mutations is too small
DDX60	25942.0	0.0549586833299502	0.317744230968516	0.05023926078406585	probability of observing this or more number of mutations is too small
DDX60L	26429.0	0.05259935301553584	0.777201249282517	0.0010784514343490296	probability of observing this or more number of mutations is too small
DEF8	25969.0	0.0388756270269141	0.301852504089027	0.043300774717248615	probability of observing this or more number of mutations is too small
DEFB128	18106.0	0.002130579682625107	0.14707706057356	0.011656423666272649	probability of observing this or more number of mutations is too small
DENND2A	22212.0	0.05045561919606453	0.14707706057356	0.18030357927641802	probability of observing this or more number of mutations is too small
DENND2C	24748.0	0.04280929129652125	0.541799316464286	0.005509805984452374	probability of observing this or more number of mutations is too small
DENND3	29134.0	0.06269898727690816	0.001	1.0	observed < expected, pvalue set at 1
DENND5A	19344.0	0.06210600717706415	0.346435093148541	0.062458449523628334	probability of observing this or more number of mutations is too small
DFFB	2773.0	0.017935308367455	0.14707706057356	0.08053000130871588	probability of observing this or more number of mutations is too small
DGCR2	2845.0	0.03630143333847919	0.281409997104618	0.0633032542700122	probability of observing this or more number of mutations is too small
DGKA	2849.0	0.035967959586055503	0.34871475405035196	0.029851827745805526	probability of observing this or more number of mutations is too small
DGKD	2851.0	0.07055611194393868	0.198757221986155	0.16313121692345398	probability of observing this or more number of mutations is too small
DGUOK	2858.0	0.013913434669919102	0.617972961837629	0.00037390471840690996	probability of observing this or more number of mutations is too small
DHDH	17887.0	0.016822039719652748	0.299134179531649	0.013611366328859056	probability of observing this or more number of mutations is too small
DHX32	16717.0	0.02870821183464441	0.334052081797976	0.027438046433411096	probability of observing this or more number of mutations is too small
DHX33	16718.0	0.04010527183374697	0.001	1.0	observed < expected, pvalue set at 1
DHX35	15861.0	0.038671442836693846	0.244599856968054	0.08292723701214051	probability of observing this or more number of mutations is too small
DHX36	14410.0	0.04782225577123896	0.001	1.0	observed < expected, pvalue set at 1
DHX38	17211.0	0.09262573009799764	0.6613090501541581	0.03858182282317092	probability of observing this or more number of mutations is too small
DHX57	20086.0	0.062039591776687386	0.001	1.0	observed < expected, pvalue set at 1
DHX58	29517.0	0.03194804640667838	0.30274564707125	0.03246456535759725	probability of observing this or more number of mutations is too small
DHX8	2749.0	0.12769685897727787	0.34896431289969804	0.14202351014849854	probability of observing this or more number of mutations is too small
DHX9	2750.0	0.1376004535604156	0.838375540983127	0.03471170233033141	probability of observing this or more number of mutations is too small
DIAPH3	15480.0	0.048554665939671435	0.9862439396480909	0.00012923608717691276	probability of observing this or more number of mutations is too small
DIDO1	2680.0	0.11375039992224012	0.9347136306876609	0.002327532168603687	probability of observing this or more number of mutations is too small
DIP2A	17217.0	0.10299134721679162	0.001	1.0	observed < expected, pvalue set at 1
DIP2C	29150.0	0.10118173994778906	0.647455252302711	0.014977096274543538	probability of observing this or more number of mutations is too small
DISP1	19711.0	0.05684550993391356	0.334052081797976	0.047935728561396454	probability of observing this or more number of mutations is too small
DLC1	2897.0	0.07598965930529838	0.335052081797976	0.07958529551125955	probability of observing this or more number of mutations is too small
DLD	2898.0	0.022142332077363526	0.635897038674188	0.000950596260623933	probability of observing this or more number of mutations is too small
DLEC1	2899.0	0.07202273947337719	0.468307496200433	0.029776876102830516	probability of observing this or more number of mutations is too small
DLG2	2901.0	0.07313875112153602	0.19197214306969299	0.1423508328835826	probability of observing this or more number of mutations is too small
DLGAP5	16864.0	0.02850598041889676	0.17823381015648898	0.05620866670168334	probability of observing this or more number of mutations is too small
DLL4	2910.0	0.06995548201841399	0.336771068587088	0.08253981606217256	probability of observing this or more number of mutations is too small
DMBT1	2926.0	0.1399584797439735	0.14707706057356	0.38870965064090496	probability of observing this or more number of mutations is too small
DMBX1	19026.0	0.022683872741850436	0.27865474359045894	0.045516685923240804	probability of observing this or more number of mutations is too small
DMWD	2936.0	0.03977829133386354	0.19674723983816103	0.08348914909230909	probability of observing this or more number of mutations is too small
DMXL1	2937.0	0.11356509511915704	0.432079177993831	0.0828269139211722	probability of observing this or more number of mutations is too small
DMXL2	2938.0	0.12161903235663679	0.600037102179551	0.03153382384854148	probability of observing this or more number of mutations is too small
DNAH10	2941.0	0.20798352777992887	0.6422545818887389	0.06384596336731409	probability of observing this or more number of mutations is too small
DNAH12	2943.0	0.12783802461137767	0.613339006954067	0.03180874277481167	probability of observing this or more number of mutations is too small
DNAH14	2945.0	0.1567268023292355	0.321739018293181	0.17673329715327285	probability of observing this or more number of mutations is too small
DNAH17	2946.0	0.2221342232341431	0.9677402365035819	0.01219727809768566	probability of observing this or more number of mutations is too small
DNAH5	2950.0	0.21030591400275317	0.001	1.0	observed < expected, pvalue set at 1
DNAH6	2951.0	0.17447578299771138	0.441562568029936	0.1473024096286097	probability of observing this or more number of mutations is too small
DNAH8	2952.0	0.20032730496794696	0.27424411233792895	0.33675469747373754	probability of observing this or more number of mutations is too small
DNAH9	2953.0	0.19654288720654423	0.308105785961931	0.2689885874182697	probability of observing this or more number of mutations is too small
DNAJB1	5270.0	0.02204945357620625	0.47615466797885203	0.005750451870732328	probability of observing this or more number of mutations is too small
DNAJB7	24986.0	0.007835002479534428	0.14707706057356	0.04191944168943929	probability of observing this or more number of mutations is too small
DNAJC1	20090.0	0.025738466268334672	0.001	1.0	observed < expected, pvalue set at 1
DNAJC13	30343.0	0.09781757656988099	0.683231772026886	0.01264569983159328	probability of observing this or more number of mutations is too small
DNAJC28	1297.0	0.01489337763695299	0.001	1.0	observed < expected, pvalue set at 1
DNAJC3	9439.0	0.022572985626121023	0.47615466797885203	0.00858010979712887	probability of observing this or more number of mutations is too small
DNAJC5B	24138.0	0.00925389396698843	0.29163414820366	0.013627973576378937	probability of observing this or more number of mutations is too small
DNER	24456.0	0.0353226509074518	0.14707706057356	0.13857737442217902	probability of observing this or more number of mutations is too small
DNM1	2972.0	0.15584767936518779	0.001	1.0	observed < expected, pvalue set at 1
DNM1L	2973.0	0.07542617715716166	0.7462119182187049	0.052692427044989824	probability of observing this or more number of mutations is too small
DNM3	29125.0	0.06516991270540183	0.714305671217083	0.03843343206575836	probability of observing this or more number of mutations is too small
DNMT3A	2978.0	0.06812007257028098	0.255921983463738	0.12263056493171737	probability of observing this or more number of mutations is too small
DOCK10	23479.0	0.09849677516550494	0.47615466797885203	0.05497654819934924	probability of observing this or more number of mutations is too small
DOCK11	23483.0	0.051684596868069366	0.001	1.0	observed < expected, pvalue set at 1
DOCK2	2988.0	0.0873019668516129	0.326795060041807	0.1074980431719845	probability of observing this or more number of mutations is too small
DOCK3	2989.0	0.11079180617364962	0.7462119182187049	0.01099964691351742	probability of observing this or more number of mutations is too small
DOCK4	19192.0	0.12421457699533374	1.373816125158668	0.0023633600543825867	probability of observing this or more number of mutations is too small
DOCK6	19189.0	0.12574129293957115	0.001	1.0	observed < expected, pvalue set at 1
DOCK9	14132.0	0.11035165640855371	0.321739018293181	0.14853758053271374	probability of observing this or more number of mutations is too small
DOK2	2991.0	0.019745089495188328	0.001	1.0	observed < expected, pvalue set at 1
DOK4	19868.0	0.021752550061239388	0.307105785961931	0.03628755492591499	probability of observing this or more number of mutations is too small
DOPEY1	21194.0	0.12745723378936907	0.426189613666812	0.09645383669933832	probability of observing this or more number of mutations is too small
DPF1	20225.0	0.02939092622253609	0.001	1.0	observed < expected, pvalue set at 1
DPF2	9964.0	0.04996775557032298	0.312881910965682	0.06572764368626365	probability of observing this or more number of mutations is too small
DPF3	17427.0	0.03003207880877558	0.318946335373382	0.044011563692473374	probability of observing this or more number of mutations is too small
DPH6	30543.0	0.012813386755392214	0.001	1.0	observed < expected, pvalue set at 1
DPH7	25199.0	0.019370487057490254	0.165985770315867	0.04617275173811485	probability of observing this or more number of mutations is too small
DPP9	18648.0	0.06153453433104233	0.001	1.0	observed < expected, pvalue set at 1
DPT	3011.0	0.010970386699303343	0.33498368846613297	0.008779467594524134	probability of observing this or more number of mutations is too small
DPY19L1	22205.0	0.037174641538278555	0.14707706057356	0.10812873814820007	probability of observing this or more number of mutations is too small
DPYD	3012.0	0.04341844513342688	0.323720448101754	0.044727334379390075	probability of observing this or more number of mutations is too small
DPYSL5	20637.0	0.03454000445027274	0.312082093043671	0.05156984650570515	probability of observing this or more number of mutations is too small
DROSHA	17904.0	0.14818300890085673	0.29353982783838695	0.17831628932640287	probability of observing this or more number of mutations is too small
DSC1	3035.0	0.034146747532797346	0.299134179531649	0.03398681348859963	probability of observing this or more number of mutations is too small
DSCAML1	14656.0	0.1449314760191233	4.512132117502199	1e-14	p value was 0, set at 10^-14
DSE	21144.0	0.04419403600568872	0.31822228358327803	0.046515406933240765	probability of observing this or more number of mutations is too small
DSEL	18144.0	0.043362248798576926	0.321739018293181	0.038752558218220566	probability of observing this or more number of mutations is too small
DSG2	3049.0	0.0341220200478916	0.307105785961931	0.025069570331980227	probability of observing this or more number of mutations is too small
DSP	3052.0	0.05256017812224784	0.34401518768361206	0.03120680592963456	probability of observing this or more number of mutations is too small
DST	1090.0	0.4160010915264404	0.335440140687682	1.0	observed < expected, pvalue set at 1
DSTYK	29043.0	0.051446666145840744	0.326795060041807	0.06922321168643644	probability of observing this or more number of mutations is too small
DTD2	20277.0	0.006674789804426403	0.307105785961931	0.0055092318902792235	probability of observing this or more number of mutations is too small
DTHD1	37261.0	0.02415079924455242	0.14707706057356	0.11473484541498184	probability of observing this or more number of mutations is too small
DTNA	3057.0	0.0434061209919264	0.333577098850649	0.05072311580099282	probability of observing this or more number of mutations is too small
DTX1	3060.0	0.060874823511476654	0.319660192260904	0.06749342352543404	probability of observing this or more number of mutations is too small
DTX3L	30323.0	0.024123199054138754	0.197614250671425	0.04103608721577975	probability of observing this or more number of mutations is too small
DUS1L	30086.0	0.03074017860773992	0.331617982731534	0.024753868389507536	probability of observing this or more number of mutations is too small
DUS3L	26920.0	0.03976484762886046	0.346435093148541	0.02663570137344949	probability of observing this or more number of mutations is too small
DUSP23	21480.0	0.011347995930722434	0.334520973626555	0.009582533041291107	probability of observing this or more number of mutations is too small
DUSP27	25034.0	0.046549330674828006	0.297291455108301	0.04944810486547467	probability of observing this or more number of mutations is too small
DUSP8	3074.0	0.036196168066129956	0.324985227167362	0.023362937199737904	probability of observing this or more number of mutations is too small
DUXA	32179.0	0.00671316584007593	0.001	1.0	observed < expected, pvalue set at 1
DVL1	3084.0	0.04095407105796856	0.29448550745637603	0.03156782003425098	probability of observing this or more number of mutations is too small
DVL2	3086.0	0.039369945574992314	0.311273544400891	0.04951570545375349	probability of observing this or more number of mutations is too small
DVL3	3087.0	0.0446165911495577	0.348811442522809	0.026490804683717076	probability of observing this or more number of mutations is too small
DYNC1LI1	18745.0	0.026650188558096893	0.40250298086988395	0.015484457244598555	probability of observing this or more number of mutations is too small
DYNC2H1	2962.0	0.1858594832295513	0.001	1.0	observed < expected, pvalue set at 1
DYRK1A	3091.0	0.08319466367339835	2.446319312635052	1.4481312359654664e-05	probability of observing this or more number of mutations is too small
DZANK1	15858.0	0.028501415828671484	0.001	1.0	observed < expected, pvalue set at 1
DZIP1	20908.0	0.04042860156736149	0.14807706057356	0.09094692713249204	probability of observing this or more number of mutations is too small
E4F1	3121.0	0.03928660754564093	0.21933387011868202	0.05362942216148476	probability of observing this or more number of mutations is too small
EBF2	19090.0	0.032961122742077534	0.29448550745637603	0.05829273114182822	probability of observing this or more number of mutations is too small
ECE1	3146.0	0.04530206003166406	0.34796431289969804	0.03347819427163726	probability of observing this or more number of mutations is too small
ECE2	13275.0	0.055681890321022526	0.30004658130366496	0.074009023673352	probability of observing this or more number of mutations is too small
ECHDC3	23489.0	0.019634959019677666	0.001	1.0	observed < expected, pvalue set at 1
ECI1	2703.0	0.017088942540210223	0.308797205850991	0.011165015066180915	probability of observing this or more number of mutations is too small
EDC4	17157.0	0.08148538845192951	0.261174794673848	0.12076657444425598	probability of observing this or more number of mutations is too small
EDEM1	18967.0	0.037004056684008906	0.323720448101754	0.04412018422965081	probability of observing this or more number of mutations is too small
EDN3	3178.0	0.010630810474761658	0.14707706057356	0.04869221680404976	probability of observing this or more number of mutations is too small
EDNRA	3179.0	0.019133768880678016	0.47615466797885203	0.005188339789547992	probability of observing this or more number of mutations is too small
EEA1	3185.0	0.05183004978045562	0.426189613666812	0.03773744731734106	probability of observing this or more number of mutations is too small
EEF1A2	3192.0	0.07849304840421674	0.299134179531649	0.11225545288252137	probability of observing this or more number of mutations is too small
EEF2	3214.0	0.136869269663507	0.6296820019283209	0.1402392851347252	probability of observing this or more number of mutations is too small
EEPD1	22223.0	0.02922756364579262	0.813875850076032	0.00018632788167261685	probability of observing this or more number of mutations is too small
EFCAB13	26864.0	0.026766719703596176	0.001	1.0	observed < expected, pvalue set at 1
EFHB	26330.0	0.032752332399319635	0.16428554127655598	0.07380054088862403	probability of observing this or more number of mutations is too small
EFHD2	28670.0	0.013320846796142054	0.324358557756721	0.00774312072808644	probability of observing this or more number of mutations is too small
EFNB3	3228.0	0.01588174603749904	0.321739018293181	0.010553731934461798	probability of observing this or more number of mutations is too small
EFR3A	28970.0	0.04037601255051776	0.8057230211965021	0.0006934897973055436	probability of observing this or more number of mutations is too small
EGFL7	20594.0	0.014096033889537004	0.47615466797885203	0.0033179092949988565	probability of observing this or more number of mutations is too small
EGR1	3238.0	0.0440080861109511	0.765005429327494	0.008051135068172037	probability of observing this or more number of mutations is too small
EHBP1	29144.0	0.06711286527761895	0.30104658130366496	0.0741040414430911	probability of observing this or more number of mutations is too small
EHMT1	24650.0	0.09004749659379795	1.595533367632667	0.0003476828937543898	probability of observing this or more number of mutations is too small
EHMT2	14129.0	0.08238725198294383	0.001	1.0	observed < expected, pvalue set at 1
EIF2AK1	24921.0	0.030518666018230417	0.001	1.0	observed < expected, pvalue set at 1
EIF2AK4	19687.0	0.09844293284599806	0.34401518768361206	0.08996624471316356	probability of observing this or more number of mutations is too small
EIF3D	3278.0	0.03417349093835557	0.284002117420271	0.0677203081923111	probability of observing this or more number of mutations is too small
EIF3H	3273.0	0.026318736279980038	0.7453278090918041	0.009637715114661997	probability of observing this or more number of mutations is too small
EIF3L	18138.0	0.029914368213372854	0.001	1.0	observed < expected, pvalue set at 1
EIF4A2	3284.0	0.04300759379950813	0.838375540983127	0.006010586984302077	probability of observing this or more number of mutations is too small
EIF4A3	18683.0	0.05559361596635319	0.001	1.0	observed < expected, pvalue set at 1
EIF4E2	3293.0	0.023874875316139917	0.001	1.0	observed < expected, pvalue set at 1
EIF4G1	3296.0	0.10774463600962672	0.001	1.0	observed < expected, pvalue set at 1
EIF4G2	3297.0	0.043117115196466965	0.47615466797885203	0.018636230333296314	probability of observing this or more number of mutations is too small
EIF4G3	3298.0	0.09136465780563899	0.29353982783838695	0.12498498480394249	probability of observing this or more number of mutations is too small
EIF5A	3300.0	0.02220949387779725	0.31522731476637894	0.029116724708153005	probability of observing this or more number of mutations is too small
EIF5B	30793.0	0.06162941333467274	0.838375540983127	0.016298981324325754	probability of observing this or more number of mutations is too small
ELAC2	14198.0	0.035456121443980394	0.6749315102704361	0.0007908574454520917	probability of observing this or more number of mutations is too small
ELFN2	29396.0	0.04282663593469398	0.6369941502931891	0.001291454176288173	probability of observing this or more number of mutations is too small
ELL2	17064.0	0.02781936597355155	0.433234314811936	0.011561030772429651	probability of observing this or more number of mutations is too small
ELMO2	17233.0	0.03911423379456424	0.45915915361723103	0.01519583791359402	probability of observing this or more number of mutations is too small
ELN	3327.0	0.027959246217997117	0.9093889827907881	1.8779024430868845e-05	probability of observing this or more number of mutations is too small
ELOF1	28691.0	0.010284940203002177	0.30451136540264195	0.009552335942019156	probability of observing this or more number of mutations is too small
ELOVL6	15829.0	0.030313101358606834	0.229190851174922	0.043717684646059976	probability of observing this or more number of mutations is too small
ELP2	18248.0	0.03618000484855336	0.14707706057356	0.13106489573703844	probability of observing this or more number of mutations is too small
ELP3	20696.0	0.02982666051720951	0.34796431289969804	0.026642786365964434	probability of observing this or more number of mutations is too small
ELP4	1171.0	0.022492226154288895	0.001	1.0	observed < expected, pvalue set at 1
EMC1	28957.0	0.05293510840837485	0.34871475405035196	0.04543155059920535	probability of observing this or more number of mutations is too small
EML3	26666.0	0.07023546983438138	0.31522731476637894	0.07136642557754948	probability of observing this or more number of mutations is too small
EML5	18197.0	0.12056599320357422	0.346435093148541	0.10599495458914057	probability of observing this or more number of mutations is too small
EML6	35412.0	0.10872636385034577	0.4896736075841279	0.04221450751566697	probability of observing this or more number of mutations is too small
ENG	3349.0	0.027645632645308716	0.18371794221165302	0.054790436453633976	probability of observing this or more number of mutations is too small
ENKD1	25246.0	0.019030359826465525	0.14979191489034901	0.05723158673916993	probability of observing this or more number of mutations is too small
ENPP2	3357.0	0.04349644051048286	0.3096309302579	0.05494289801911732	probability of observing this or more number of mutations is too small
ENPP5	13717.0	0.016433285489782352	0.250018606728795	0.024457801368310248	probability of observing this or more number of mutations is too small
ENTPD3	3365.0	0.020235479694726985	0.312082093043671	0.018155761227178713	probability of observing this or more number of mutations is too small
EOMES	3372.0	0.035700565778087896	0.001	1.0	observed < expected, pvalue set at 1
EP300	3373.0	0.18240893525431562	1.537957391211571	0.006377940517114924	probability of observing this or more number of mutations is too small
EP400	11958.0	0.1643084305973418	1.554394401849497	0.00280482508038432	probability of observing this or more number of mutations is too small
EPAS1	3374.0	0.04011344346502559	0.001	1.0	observed < expected, pvalue set at 1
EPB41L4A	13278.0	0.03684492305221459	0.40350298086988395	0.021789733746497807	probability of observing this or more number of mutations is too small
EPDR1	17572.0	0.020431990425925133	0.32560030281311897	0.01424132114572463	probability of observing this or more number of mutations is too small
EPHA1	3385.0	0.04976496645713953	0.30551136540264195	0.059964537256645085	probability of observing this or more number of mutations is too small
EPHA4	3388.0	0.05149532448801414	0.346435093148541	0.047137405422093846	probability of observing this or more number of mutations is too small
EPHA7	3390.0	0.044449832052424296	0.47615466797885203	0.017297329513922956	probability of observing this or more number of mutations is too small
EPN3	18235.0	0.037942528396796404	0.289686497870187	0.04903939020620199	probability of observing this or more number of mutations is too small
EPPK1	15577.0	0.11305864738902871	0.449344734588155	0.05856433500035383	probability of observing this or more number of mutations is too small
EPS8L1	21295.0	0.049515654943772094	0.305383573941161	0.04594746381023435	probability of observing this or more number of mutations is too small
EPS8L2	21296.0	0.04180106533422439	0.18431069494535302	0.09802738042736206	probability of observing this or more number of mutations is too small
EPYC	3053.0	0.013059268421876958	0.001	1.0	observed < expected, pvalue set at 1
EQTN	1359.0	0.00761866981696217	0.001	1.0	observed < expected, pvalue set at 1
ERBB2	3430.0	0.08867728771006463	0.313082093043671	0.09662359542561923	probability of observing this or more number of mutations is too small
ERBB3	3431.0	0.06540942075796058	0.29358930574791997	0.0967610776987665	probability of observing this or more number of mutations is too small
ERBB4	3432.0	0.06054291103278319	0.001	1.0	observed < expected, pvalue set at 1
ERCC3	3435.0	0.04224337399795551	0.346435093148541	0.04187268414666866	probability of observing this or more number of mutations is too small
ERCC5	3437.0	0.04769249603622676	0.6695061452083251	0.002503527318592338	probability of observing this or more number of mutations is too small
ERF	3444.0	0.02932249999616091	0.307955433012906	0.027080739848466363	probability of observing this or more number of mutations is too small
ERI1	23994.0	0.015216949312581846	0.311273544400891	0.017289123990837412	probability of observing this or more number of mutations is too small
ERI2	30541.0	0.023634822224926112	0.18771230245647103	0.04735909529580622	probability of observing this or more number of mutations is too small
ERLIN2	1356.0	0.020373509714383866	0.297291455108301	0.03172446327626636	probability of observing this or more number of mutations is too small
ERP29	13799.0	0.010193718377972378	0.308797205850991	0.006856901858322694	probability of observing this or more number of mutations is too small
ERRFI1	18185.0	0.0188044270818723	0.232117628506126	0.032821702620488835	probability of observing this or more number of mutations is too small
ERVMER34-1	42970.0	0.017119406360905434	0.14707706057356	0.08571260869875198	probability of observing this or more number of mutations is too small
ESAM	17474.0	0.016190768044065527	0.316744230968516	0.00984017177833087	probability of observing this or more number of mutations is too small
ESPL1	16856.0	0.1049689238940982	0.001	1.0	observed < expected, pvalue set at 1
ESRP2	26152.0	0.04111046947232604	0.295426139853306	0.05257265533839825	probability of observing this or more number of mutations is too small
ETFDH	3483.0	0.02582038662868657	0.001	1.0	observed < expected, pvalue set at 1
ETNPPL	14404.0	0.020060508908341834	0.001	1.0	observed < expected, pvalue set at 1
ETS1	3488.0	0.04063058211061829	0.838375540983127	0.007955172250620602	probability of observing this or more number of mutations is too small
ETS2	3489.0	0.0380055099581748	0.001	1.0	observed < expected, pvalue set at 1
ETV3L	33834.0	0.01769291137431786	0.001	1.0	observed < expected, pvalue set at 1
EVC	3497.0	0.041856329511849005	0.001	1.0	observed < expected, pvalue set at 1
EVI2B	3500.0	0.011098378872335831	0.40250298086988395	0.003777328625986484	probability of observing this or more number of mutations is too small
EVPL	3503.0	0.1043103674231252	0.001	1.0	observed < expected, pvalue set at 1
EVX1	3506.0	0.03139155048305834	0.334520973626555	0.03485349556660394	probability of observing this or more number of mutations is too small
EXD3	26023.0	0.03906553071238857	0.14707706057356	0.19339161937405067	probability of observing this or more number of mutations is too small
EXOC1	30380.0	0.06249475579258623	0.316744230968516	0.07520874582538209	probability of observing this or more number of mutations is too small
EXOC2	24968.0	0.05164655125146046	0.001	1.0	observed < expected, pvalue set at 1
EXOC4	30389.0	0.046491115949650844	0.001	1.0	observed < expected, pvalue set at 1
EXOC8	24659.0	0.035554828645590855	0.001	1.0	observed < expected, pvalue set at 1
EXOSC4	18189.0	0.020039399832503926	0.346435093148541	0.01967100693812323	probability of observing this or more number of mutations is too small
EXPH5	30578.0	0.058472997679657586	0.001	1.0	observed < expected, pvalue set at 1
EXT2	3513.0	0.03945540950563167	0.34039816211096996	0.03872559667562792	probability of observing this or more number of mutations is too small
EXTL1	3515.0	0.0318431573778709	0.18208706200661898	0.07951149501746323	probability of observing this or more number of mutations is too small
EXTL3	3518.0	0.052523894749264666	0.313672830982936	0.04802795922281554	probability of observing this or more number of mutations is too small
EYA1	3519.0	0.030962842016634077	0.47615466797885203	0.011206648809706843	probability of observing this or more number of mutations is too small
EYS	21555.0	0.09042064250289332	0.262891853208673	0.11569462039235977	probability of observing this or more number of mutations is too small
EZH1	3526.0	0.08387406811098608	0.224522100009481	0.11078599072614617	probability of observing this or more number of mutations is too small
EZR	12691.0	0.031168353170380626	0.6181610676940159	0.001811930380213335	probability of observing this or more number of mutations is too small
F2RL2	3539.0	0.010513908219385625	0.32956835321765005	0.0039026126009655336	probability of observing this or more number of mutations is too small
F2RL3	3540.0	0.018717009613739954	0.159981422076352	0.046972660946677014	probability of observing this or more number of mutations is too small
FABP2	3556.0	0.005087214595624017	0.17469082894865604	0.011948960163684451	probability of observing this or more number of mutations is too small
FADS3	3576.0	0.054519517878448887	0.337625480075764	0.06686451999324511	probability of observing this or more number of mutations is too small
FAM110B	28587.0	0.018275677866659967	0.33720161822700107	0.007928855934204757	probability of observing this or more number of mutations is too small
FAM111A	24725.0	0.017721360894929386	0.001	1.0	observed < expected, pvalue set at 1
FAM124A	26413.0	0.02662141894194844	0.311273544400891	0.02014511526043557	probability of observing this or more number of mutations is too small
FAM124B	26224.0	0.016863206350116237	0.180455989897407	0.033755268732418714	probability of observing this or more number of mutations is too small
FAM135A	21084.0	0.05545673958846599	0.8071234665169291	0.0012209516710231366	probability of observing this or more number of mutations is too small
FAM135B	28029.0	0.07010412657863009	0.7249541930377109	0.02883648734907319	probability of observing this or more number of mutations is too small
FAM149B1	29162.0	0.02343256370790363	0.312082093043671	0.02038999226951819	probability of observing this or more number of mutations is too small
FAM161A	25808.0	0.027263718883161182	0.189920919784339	0.060906720521785196	probability of observing this or more number of mutations is too small
FAM171B	29412.0	0.028983315155985016	0.188596916048457	0.06540571221758276	probability of observing this or more number of mutations is too small
FAM174B	34339.0	0.013721179007872564	0.346435093148541	0.005476283745759579	probability of observing this or more number of mutations is too small
FAM196B	37271.0	0.01958139204543151	0.307955433012906	0.017562401633192285	probability of observing this or more number of mutations is too small
FAM200A	25401.0	0.016341147457787586	0.411484880953635	0.006424811798689829	probability of observing this or more number of mutations is too small
FAM208B	23484.0	0.07079680502210005	0.14707706057356	0.29286587645517465	probability of observing this or more number of mutations is too small
FAM217B	16170.0	0.014202844015090282	0.14707706057356	0.05931041940554092	probability of observing this or more number of mutations is too small
FAM222A	25915.0	0.02039706218245033	0.001	1.0	observed < expected, pvalue set at 1
FAM3D	18665.0	0.010069748991515515	0.001	1.0	observed < expected, pvalue set at 1
FAM71C	28594.0	0.007795540679223777	0.28005196697704304	0.004744702800086819	probability of observing this or more number of mutations is too small
FAM72A	24044.0	0.008488003298680618	0.47615466797885203	0.001493405362738301	probability of observing this or more number of mutations is too small
