symbol	hgnc_id	expected	observed	p-value	info
PLEKHG2	29515.0	0.06378194415686758	0.305383573941161	0.06631236682181982	probability of observing this or more number of mutations is too small
PLEKHG3	20364.0	0.05651603397519325	0.001	1.0	observed < expected, pvalue set at 1
PLEKHG4B	29399.0	0.04922148188430251	0.001	1.0	observed < expected, pvalue set at 1
PLEKHM1	29017.0	0.04255314227596813	0.001	1.0	observed < expected, pvalue set at 1
PLEKHM3	34006.0	0.05700703587378218	0.602519215889591	0.044360242858899564	probability of observing this or more number of mutations is too small
PLEKHO2	30026.0	0.021127935625513995	0.21843442520348103	0.03922225299549425	probability of observing this or more number of mutations is too small
PLEKHS1	26285.0	0.017553618595762703	0.17059325661309	0.037815381761581994	probability of observing this or more number of mutations is too small
PLS1	9090.0	0.026144832799169994	0.322410523885858	0.0322690283482829	probability of observing this or more number of mutations is too small
PLVAP	13635.0	0.01936848683064581	0.001	1.0	observed < expected, pvalue set at 1
PLXDC2	21013.0	0.03170450997552078	0.44666748358546204	0.01766145746458895	probability of observing this or more number of mutations is too small
PLXNA1	9099.0	0.12330105088860548	2.27006148223638	1.2716257778627284e-05	probability of observing this or more number of mutations is too small
PLXNA2	9100.0	0.12219131551892239	0.838375540983127	0.03447522112377607	probability of observing this or more number of mutations is too small
PLXNA3	9101.0	0.07408576989251191	0.23556888788292002	0.11875955585561918	probability of observing this or more number of mutations is too small
PLXNA4	9102.0	0.10623121851518258	0.001	1.0	observed < expected, pvalue set at 1
PLXNB1	9103.0	0.11686997310376293	0.21350772002822602	0.20183394209522712	probability of observing this or more number of mutations is too small
PLXNB3	9105.0	0.05594049372381552	0.001	1.0	observed < expected, pvalue set at 1
PLXNC1	9106.0	0.10260480433857791	1.1365912804519192	0.004014713330206907	probability of observing this or more number of mutations is too small
PLXND1	9107.0	0.16420867452608517	1.503843611607996	0.002479042177245422	probability of observing this or more number of mutations is too small
PMS2	9122.0	0.057926737455904806	0.267914623072443	0.07558001190069524	probability of observing this or more number of mutations is too small
PNLIPRP2	9157.0	0.016550304964026805	0.47615466797885203	0.004953025758690066	probability of observing this or more number of mutations is too small
PNPLA3	18590.0	0.022166710592061486	0.14707706057356	0.0935662293289174	probability of observing this or more number of mutations is too small
PODXL	9171.0	0.023391766431866898	0.32560030281311897	0.017004345581608835	probability of observing this or more number of mutations is too small
POGZ	18801.0	0.0778111641729988	2.345004262308733	7.726894076815316e-06	probability of observing this or more number of mutations is too small
POLA2	30073.0	0.029255610604875276	0.324358557756721	0.03278116993161938	probability of observing this or more number of mutations is too small
POLE	9177.0	0.14792646393128184	2.331052323856281	3.52695105239185e-05	probability of observing this or more number of mutations is too small
POLL	9184.0	0.028622995973736732	0.318946335373382	0.03054780261445789	probability of observing this or more number of mutations is too small
POLQ	9186.0	0.12002479185601617	1.402106106346448	0.0020542578367219815	probability of observing this or more number of mutations is too small
POLR2A	9187.0	0.21495124143588007	0.321739018293181	0.23412178431659186	probability of observing this or more number of mutations is too small
POLR2F	9193.0	0.01584125941170405	0.001	1.0	observed < expected, pvalue set at 1
POLR2M	14862.0	0.016482783165857277	0.311273544400891	0.012008549253090861	probability of observing this or more number of mutations is too small
POLR3A	30074.0	0.07072493099980197	0.33720161822700107	0.08734470775332545	probability of observing this or more number of mutations is too small
POLR3C	30076.0	0.0245210663311347	0.298215739468792	0.037071377268000354	probability of observing this or more number of mutations is too small
POLRMT	9200.0	0.07301223576955926	0.30624844047579	0.05802804937244611	probability of observing this or more number of mutations is too small
POMGNT1	19139.0	0.04201317017338756	0.001	1.0	observed < expected, pvalue set at 1
POMP	20330.0	0.005455230956049172	0.335890244885129	0.004489601365673048	probability of observing this or more number of mutations is too small
POU3F1	9214.0	0.03038445530524082	0.26458875606675203	0.026629474599334922	probability of observing this or more number of mutations is too small
POU3F3	9216.0	0.03254744856976541	0.25145798154756	0.04009829186542931	probability of observing this or more number of mutations is too small
PPARA	9232.0	0.025984938766917966	0.346435093148541	0.023880517270894592	probability of observing this or more number of mutations is too small
PPFIA2	9246.0	0.1005768805894506	0.001	1.0	observed < expected, pvalue set at 1
PPFIA3	9247.0	0.17714164624657106	0.30274564707125	0.2069650549814115	probability of observing this or more number of mutations is too small
PPFIBP2	9250.0	0.04414400481521989	0.14707706057356	0.1532427008460204	probability of observing this or more number of mutations is too small
PPIB	9255.0	0.0119220226919199	0.346435093148541	0.009663962323588671	probability of observing this or more number of mutations is too small
PPIG	14650.0	0.04134252878375061	0.79162096816912	0.014157286027399203	probability of observing this or more number of mutations is too small
PPIH	14651.0	0.01103760446291832	0.001	1.0	observed < expected, pvalue set at 1
PPIL1	9260.0	0.010041824072941725	0.28755693636381396	0.018598019199523426	probability of observing this or more number of mutations is too small
PPIL2	9261.0	0.029616663603243217	0.288646775994586	0.04649413833204096	probability of observing this or more number of mutations is too small
PPIP5K1	29023.0	0.1494830929280961	0.32307105205978404	0.18340368771708981	probability of observing this or more number of mutations is too small
PPL	9273.0	0.08376379625842216	0.7687439737267721	0.0031041566777036704	probability of observing this or more number of mutations is too small
PPP1CB	9282.0	0.045673564171204835	0.618794371792553	0.05230754272371123	probability of observing this or more number of mutations is too small
PPP1R12A	7618.0	0.06071098037438151	0.327941605661282	0.06213879078638576	probability of observing this or more number of mutations is too small
PPP1R13B	14950.0	0.0629030089341573	0.347435093148541	0.06999197192340974	probability of observing this or more number of mutations is too small
PPP1R16A	14941.0	0.034357655230831056	0.001	1.0	observed < expected, pvalue set at 1
PPP1R3A	9291.0	0.03247338889605317	0.331617982731534	0.023008085736774108	probability of observing this or more number of mutations is too small
PPP1R3C	9293.0	0.013180967194076578	0.209740414467515	0.026115930342203258	probability of observing this or more number of mutations is too small
PPP1R7	9295.0	0.03341986614094794	0.298709535738964	0.043432702050922554	probability of observing this or more number of mutations is too small
PPP2R2C	9306.0	0.0678658549191802	0.28755693636381396	0.09294777909953554	probability of observing this or more number of mutations is too small
PPP2R3A	9307.0	0.04225090210595282	0.001	1.0	observed < expected, pvalue set at 1
PPP4C	9319.0	0.05198023289958447	0.232291592884548	0.06916995903352405	probability of observing this or more number of mutations is too small
PPP6R1	29195.0	0.045757320873820825	0.14707706057356	0.16149795487361546	probability of observing this or more number of mutations is too small
PPRC1	30025.0	0.08069543494799444	0.001	1.0	observed < expected, pvalue set at 1
PPT1	9325.0	0.014822226503763492	0.24243247006842497	0.024400548831550545	probability of observing this or more number of mutations is too small
PPWD1	28954.0	0.033743251567274174	0.19747118393987	0.0856221088306731	probability of observing this or more number of mutations is too small
PQBP1	9330.0	0.010608751003848772	0.346435093148541	0.007196738933143385	probability of observing this or more number of mutations is too small
PRDM1	9346.0	0.03688149209586851	0.6333996319369919	0.0015819003364775062	probability of observing this or more number of mutations is too small
PRDM15	13999.0	0.08664073371139092	0.001	1.0	observed < expected, pvalue set at 1
PRDM6	9350.0	0.03865746361302572	0.47615466797885203	0.012729336119502535	probability of observing this or more number of mutations is too small
PREP	9358.0	0.03481734806090322	0.312881910965682	0.050166039267574944	probability of observing this or more number of mutations is too small
PREX2	22950.0	0.08720263631161675	0.67077871707765	0.035065710474895435	probability of observing this or more number of mutations is too small
PRG4	9364.0	0.035068262654239644	0.47615466797885203	0.00839842654629431	probability of observing this or more number of mutations is too small
PRICKLE3	6645.0	0.021756772042199793	0.303631995611072	0.01617908222691117	probability of observing this or more number of mutations is too small
PRIM2	9370.0	0.012252235762536569	0.001	1.0	observed < expected, pvalue set at 1
PRKAA2	9377.0	0.02836894273742676	0.47615466797885203	0.01010677633046935	probability of observing this or more number of mutations is too small
PRKACB	9381.0	0.017966409256772283	0.418936667990117	0.006905722320483637	probability of observing this or more number of mutations is too small
PRKAR1A	9388.0	0.05121047208599697	0.29163414820366	0.06535265709362678	probability of observing this or more number of mutations is too small
PRKAR2B	9392.0	0.021392200970712708	0.001	1.0	observed < expected, pvalue set at 1
PRKCH	9403.0	0.043154838342856536	0.640467891024743	0.0036373104908480037	probability of observing this or more number of mutations is too small
PRKCSH	9411.0	0.02822329446830725	0.001	1.0	observed < expected, pvalue set at 1
PRKD1	9407.0	0.0472187030142811	1.3299798439775299	3.528170495382996e-06	probability of observing this or more number of mutations is too small
PRKD3	9408.0	0.042728892667873844	0.312881910965682	0.06342364422657211	probability of observing this or more number of mutations is too small
PRKDC	9413.0	0.16629050837718284	0.290674564531907	0.24862961724288482	probability of observing this or more number of mutations is too small
PRKG1	9414.0	0.03701185152435257	0.6102978325124631	0.002738567353263773	probability of observing this or more number of mutations is too small
PRKG2	9416.0	0.030212815968154807	0.001	1.0	observed < expected, pvalue set at 1
PRMT1	5187.0	0.047039928913224976	0.001	1.0	observed < expected, pvalue set at 1
PRMT6	18241.0	0.02237442290758812	0.27721993728183897	0.021391149054749647	probability of observing this or more number of mutations is too small
PRMT8	5188.0	0.04213453886789051	0.295426139853306	0.058677869826869476	probability of observing this or more number of mutations is too small
PROCA1	28600.0	0.013512973619880322	0.217550025750022	0.017687909137247115	probability of observing this or more number of mutations is too small
PRODH	9453.0	0.032891493310289045	0.001	1.0	observed < expected, pvalue set at 1
PRPF3	17348.0	0.036812185087461376	0.001	1.0	observed < expected, pvalue set at 1
PRPF38A	25930.0	0.035365253096360634	0.838375540983127	0.008367377767623486	probability of observing this or more number of mutations is too small
PRPF4	17349.0	0.029178905934204316	0.188596916048457	0.07817344441821061	probability of observing this or more number of mutations is too small
PRPF4B	17346.0	0.08894094680895032	0.27865474359045894	0.10923540992543057	probability of observing this or more number of mutations is too small
PRPF8	17340.0	0.2988388580619508	0.602337033689378	0.28941098793448056	probability of observing this or more number of mutations is too small
PRPS2	9465.0	0.0274736345649257	0.31045643352465196	0.039390891030031995	probability of observing this or more number of mutations is too small
PRR14L	28738.0	0.0867907720135937	0.14707706057356	0.28606223831419125	probability of observing this or more number of mutations is too small
PRR5L	25878.0	0.01888558053760777	0.001	1.0	observed < expected, pvalue set at 1
PRRC2A	13918.0	0.12256399936120052	0.204491879785965	0.13677571041236564	probability of observing this or more number of mutations is too small
PRRC2B	28121.0	0.1229179966290701	0.83573729568182	0.006042473695990413	probability of observing this or more number of mutations is too small
PRRG4	30799.0	0.006635189497492292	0.307105785961931	0.004515411612588532	probability of observing this or more number of mutations is too small
PRSS27	15475.0	0.012814764961904528	0.001	1.0	observed < expected, pvalue set at 1
PSAT1	19129.0	0.0162165911664028	0.346435093148541	0.01165565569780851	probability of observing this or more number of mutations is too small
PSEN2	9509.0	0.02411052680548466	0.001	1.0	observed < expected, pvalue set at 1
PSG2	9519.0	0.010473529709846843	0.001	1.0	observed < expected, pvalue set at 1
PSMB1	9537.0	0.01167504290798368	0.001	1.0	observed < expected, pvalue set at 1
PSMC1	9547.0	0.04904517407212691	0.30624844047579	0.06715941243805928	probability of observing this or more number of mutations is too small
PSMC3IP	17928.0	0.011018650316323736	0.001	1.0	observed < expected, pvalue set at 1
PSMC4	9551.0	0.04716833662009081	0.30004658130366496	0.0687427090900649	probability of observing this or more number of mutations is too small
PSMD1	9554.0	0.05962634398839772	0.001	1.0	observed < expected, pvalue set at 1
PSMD12	9557.0	0.022880278134640743	0.47615466797885203	0.008845861595825386	probability of observing this or more number of mutations is too small
PSMD6	9564.0	0.02462574286909786	0.3096309302579	0.038270092661712135	probability of observing this or more number of mutations is too small
PSMD8	9566.0	0.02390776651342045	0.321056690512992	0.021492014321073824	probability of observing this or more number of mutations is too small
PSME1	9568.0	0.009865534506023104	0.284002117420271	0.00840122036367386	probability of observing this or more number of mutations is too small
PSMG3	22420.0	0.005147616819871015	0.001	1.0	observed < expected, pvalue set at 1
PSPC1	20320.0	0.03703380113123468	0.323720448101754	0.03531208538621362	probability of observing this or more number of mutations is too small
PSTPIP2	9581.0	0.016406877767139772	0.54095761733575	0.0008293965295762866	probability of observing this or more number of mutations is too small
PTAR1	30449.0	0.017606562046908227	0.17912222835634198	0.04716689480704652	probability of observing this or more number of mutations is too small
PTBP1	9583.0	0.030131857118221975	0.29163414820366	0.029081239722339936	probability of observing this or more number of mutations is too small
PTCD3	24717.0	0.02659744395896327	0.308797205850991	0.026933180695806958	probability of observing this or more number of mutations is too small
PTCH1	9585.0	0.09439260141565292	0.271137781842496	0.14834743645931833	probability of observing this or more number of mutations is too small
PTEN	9588.0	0.042207140178092864	1.257312208973244	0.0013160007567308584	probability of observing this or more number of mutations is too small
PTGFRN	9601.0	0.04794599247935453	0.34871475405035196	0.03187484077843362	probability of observing this or more number of mutations is too small
PTGIR	9602.0	0.024667693829612796	0.001	1.0	observed < expected, pvalue set at 1
PTK7	9618.0	0.06925543829228564	0.001	1.0	observed < expected, pvalue set at 1
PTPN11	9644.0	0.03222636949759648	6.05088617166444	1e-14	p value was 0, set at 10^-14
PTPN13	9646.0	0.0996802473684659	0.32849641712189503	0.11639371174783576	probability of observing this or more number of mutations is too small
PTPN3	9655.0	0.05397444374150956	0.34401518768361206	0.0683134430399733	probability of observing this or more number of mutations is too small
PTPRB	9665.0	0.1104957412588829	0.248492180477531	0.15874645078009994	probability of observing this or more number of mutations is too small
PTPRD	9668.0	0.10680386632056785	0.001	1.0	observed < expected, pvalue set at 1
PTPRH	9672.0	0.043156391026630624	0.167558496868838	0.09007052194976435	probability of observing this or more number of mutations is too small
PTPRM	9675.0	0.0936132135988837	0.311273544400891	0.12118720883391113	probability of observing this or more number of mutations is too small
PTPRO	9678.0	0.05096724200730075	0.47615466797885203	0.019504237870449033	probability of observing this or more number of mutations is too small
PTPRQ	9679.0	0.08733590605030923	0.299134179531649	0.10332439545843737	probability of observing this or more number of mutations is too small
PTPRS	9681.0	0.1392849848987742	0.340023478073785	0.11787856452913928	probability of observing this or more number of mutations is too small
PTPRT	9682.0	0.10223812968084203	0.335890244885129	0.10358331292324312	probability of observing this or more number of mutations is too small
PTPRZ1	9685.0	0.07754453170991	0.324985227167362	0.0846351242110941	probability of observing this or more number of mutations is too small
PUF60	17042.0	0.06994137030121708	1.5415886559152208	0.0004475184453109241	probability of observing this or more number of mutations is too small
PUM1	14957.0	0.07517768104915819	0.301852504089027	0.10419231503172806	probability of observing this or more number of mutations is too small
PUM2	14958.0	0.048679512071293375	0.337625480075764	0.05266239709200871	probability of observing this or more number of mutations is too small
PURA	9701.0	0.060896686427036835	0.6314047747362149	0.06286280759792554	probability of observing this or more number of mutations is too small
PUS1	15508.0	0.027701360717558163	0.001	1.0	observed < expected, pvalue set at 1
PVALB	9704.0	0.004535337689530586	0.21377327066587698	0.010545353979279052	probability of observing this or more number of mutations is too small
PXDN	14966.0	0.08589118447987865	0.001	1.0	observed < expected, pvalue set at 1
PXT1	18312.0	0.004008696989266953	0.433234314811936	0.0023950612007135183	probability of observing this or more number of mutations is too small
PYGB	9723.0	0.053172779776101006	0.001	1.0	observed < expected, pvalue set at 1
PYGL	9725.0	0.06563732952642819	0.944615755477291	0.004885543123724279	probability of observing this or more number of mutations is too small
PZP	9750.0	0.04649911482446281	0.29258930574791997	0.048712195395579916	probability of observing this or more number of mutations is too small
QARS	9751.0	0.045691961493186516	0.001	1.0	observed < expected, pvalue set at 1
QPRT	9755.0	0.013204776379607187	0.14707706057356	0.06230228125787263	probability of observing this or more number of mutations is too small
QRICH1	24713.0	0.0354513893037404	0.346435093148541	0.02966323438791897	probability of observing this or more number of mutations is too small
QTRT1	23797.0	0.02630280090919556	0.312082093043671	0.03263023031180577	probability of observing this or more number of mutations is too small
RAB10	9759.0	0.02022177824287887	0.24893677913588003	0.027493244116922808	probability of observing this or more number of mutations is too small
RAB11FIP4	30267.0	0.04386601132935194	0.29258930574791997	0.048383513377862924	probability of observing this or more number of mutations is too small
RAB2B	20246.0	0.010963190489196424	0.32956835321765005	0.01274032373318376	probability of observing this or more number of mutations is too small
RAB3GAP1	17063.0	0.046001432670033454	0.780666033381494	0.0012046664156167355	probability of observing this or more number of mutations is too small
RAB3GAP2	17168.0	0.0586415845729192	0.001	1.0	observed < expected, pvalue set at 1
RAB6B	14902.0	0.031787287198332737	0.734742007441267	0.02114932853117203	probability of observing this or more number of mutations is too small
RAB8A	7007.0	0.013079733255976934	0.29448550745637603	0.02264841352263759	probability of observing this or more number of mutations is too small
RABGAP1L	24663.0	0.05329468714750256	0.730444586531166	0.0025494101821630765	probability of observing this or more number of mutations is too small
RABGEF1	17676.0	0.03541421992145125	0.001	1.0	observed < expected, pvalue set at 1
RAC1	9801.0	0.028378022555524185	0.69197950058331	0.02796939184179954	probability of observing this or more number of mutations is too small
RACGAP1	9804.0	0.03101699721676308	0.606758497002265	0.002007171687324797	probability of observing this or more number of mutations is too small
RAD17	9807.0	0.025987075202300036	0.001	1.0	observed < expected, pvalue set at 1
RAD9A	9827.0	0.017118888693461252	0.470797508675314	0.0025538344776820467	probability of observing this or more number of mutations is too small
RAF1	9829.0	0.05562053818326924	0.935567933011364	0.0036428441610736307	probability of observing this or more number of mutations is too small
RAG1	9831.0	0.03823356954328061	0.001	1.0	observed < expected, pvalue set at 1
RALBP1	9841.0	0.030240994580260472	0.001	1.0	observed < expected, pvalue set at 1
RALGDS	9842.0	0.052996925403841384	0.001	1.0	observed < expected, pvalue set at 1
RANBP2	9848.0	0.13704328406100552	0.7829364795693821	0.06101056407394667	probability of observing this or more number of mutations is too small
RANBP6	9851.0	0.033984852226543	0.327941605661282	0.022945700719555186	probability of observing this or more number of mutations is too small
RANGAP1	9854.0	0.027145547240972463	0.001	1.0	observed < expected, pvalue set at 1
RAP1GDS1	9859.0	0.0235370204990051	0.21246657174158398	0.05664290130569731	probability of observing this or more number of mutations is too small
RAPGEF6	20655.0	0.07446108087613568	0.655919745912604	0.008352281191361685	probability of observing this or more number of mutations is too small
RAPSN	9863.0	0.029469449938121995	0.327941605661282	0.03428613638450656	probability of observing this or more number of mutations is too small
RARRES3	9869.0	0.006593476922390688	0.001	1.0	observed < expected, pvalue set at 1
RARS2	21406.0	0.02529782290803575	0.001	1.0	observed < expected, pvalue set at 1
RASA1	9871.0	0.06459141321113303	0.609856431786938	0.032297475312850404	probability of observing this or more number of mutations is too small
RASA2	9872.0	0.03651692912424411	0.692189478740071	0.0014195996591212787	probability of observing this or more number of mutations is too small
RASGRF1	9875.0	0.0783362906582937	0.28005196697704304	0.11239037638155963	probability of observing this or more number of mutations is too small
RASGRF2	9876.0	0.08159362257005776	0.526869442306747	0.04439738548857836	probability of observing this or more number of mutations is too small
RASSF8	13232.0	0.01755709993288814	0.290674564531907	0.020587829182405044	probability of observing this or more number of mutations is too small
RASSF9	15739.0	0.01488925695185868	0.28005196697704304	0.014889775382108512	probability of observing this or more number of mutations is too small
RAVER1	30296.0	0.04874424514306337	0.29163414820366	0.0612485901077091	probability of observing this or more number of mutations is too small
RBBP8NL	16144.0	0.02672109426856286	0.14707706057356	0.12853757810746147	probability of observing this or more number of mutations is too small
RBFOX2	9906.0	0.03298320266070251	2.3665365280641204	1.1315997727923415e-07	probability of observing this or more number of mutations is too small
RBM19	29098.0	0.04549898755278639	0.29636152251219605	0.05810861635066617	probability of observing this or more number of mutations is too small
RBM20	27424.0	0.050571985648963154	0.001	1.0	observed < expected, pvalue set at 1
RBM25	23244.0	0.10361779307648655	0.323720448101754	0.13387797495038548	probability of observing this or more number of mutations is too small
RBM27	29243.0	0.05574321663841906	0.31922228358327803	0.07119785910640161	probability of observing this or more number of mutations is too small
RBM8A	9905.0	0.03041431832544054	0.838375540983127	0.003773912137704289	probability of observing this or more number of mutations is too small
RBMS1	9907.0	0.0205169429520285	0.44666748358546204	0.006719298054201288	probability of observing this or more number of mutations is too small
RBP1	9919.0	0.012244659780060339	0.324358557756721	0.010648649881331795	probability of observing this or more number of mutations is too small
RBPJ	5724.0	0.06563587503383157	0.23829877712189101	0.09151786250937166	probability of observing this or more number of mutations is too small
RBPJL	13761.0	0.03111546177444049	0.26953993448584695	0.049970698556811396	probability of observing this or more number of mutations is too small
RBX1	9928.0	0.017296154151056186	0.31748819559224295	0.023679428886089267	probability of observing this or more number of mutations is too small
RC3H2	21461.0	0.06802931217897404	0.001	1.0	observed < expected, pvalue set at 1
RCBTB2	1914.0	0.026258048648083395	0.297291455108301	0.040597784200933476	probability of observing this or more number of mutations is too small
RCC1	1913.0	0.02860636011231183	0.29636152251219605	0.03989418930471735	probability of observing this or more number of mutations is too small
RCSD1	28310.0	0.016459384246557924	0.329038717280283	0.011215289569658846	probability of observing this or more number of mutations is too small
RD3	19689.0	0.011607864552095315	0.227499569794651	0.01910175959300584	probability of observing this or more number of mutations is too small
RDH5	9940.0	0.015194637946275994	0.323720448101754	0.013674578785538776	probability of observing this or more number of mutations is too small
RECQL5	9950.0	0.038847946626463056	0.311273544400891	0.02925749799294161	probability of observing this or more number of mutations is too small
REG4	22977.0	0.0078034049808849	0.14707706057356	0.037512060946913506	probability of observing this or more number of mutations is too small
RELL2	26902.0	0.013458116825912008	0.29448550745637603	0.013070513618314341	probability of observing this or more number of mutations is too small
REPS2	9963.0	0.01939683366312155	0.001	1.0	observed < expected, pvalue set at 1
RETSAT	25991.0	0.026189484320646873	0.680365077831936	0.0005441252780806999	probability of observing this or more number of mutations is too small
RFC4	9972.0	0.01839615098739026	0.297291455108301	0.03184730215540947	probability of observing this or more number of mutations is too small
RFWD3	25539.0	0.030487174942860715	0.001	1.0	observed < expected, pvalue set at 1
