hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func
ATP6V1B2	8	0	0	0	1	1.0	0.09097228229635587
ATP6V1C1	8	0	0	0	1	1.0	0.05514974671518757
ATP6V1C2	2	0	0	0	1	1.0	0.06979470635682808
ATP8B2	1	0	0	0	1	1.0	0.2033231223864005
ATR	3	1	0	0	0	0.06184298619314173	0.32366081632387544
ATRNL1	10	0	0	0	1	1.0	0.18372869313205048
ATRX	X	0	0	0	1	1.0	0.1942673086640711
ATXN1	6	0	0	0	1	1.0	0.15420399413524893
ATXN2L	16	0	0	0	1	1.0	0.17747156580077958
AXDND1	1	0	0	0	1	1.0	0.13591179404184808
AXIN2	17	0	0	0	1	1.0	0.15574555910457424
B3GALT5	21	0	0	0	1	1.0	0.054615937259887455
B3GAT3	11	0	0	0	1	1.0	0.06859192666312129
B3GNT7	2	0	0	0	1	1.0	0.09141539312079908
BACE2	21	0	0	0	1	1.0	0.0859607444287459
BACH2	6	0	0	0	1	1.0	0.14330110446910138
BAG3	10	0	0	0	1	1.0	0.10462457062337166
BAG4	8	0	0	0	1	1.0	0.0688839776451191
BAI1	8	1	0	0	0	0.02549336581123938	0.22235692556309272
BAI2	1	0	0	0	2	1.0	0.03718513628617007
BAIAP2	17	1	0	0	0	0.011324732081914746	0.1084477475174704
BAIAP3	16	0	0	0	1	1.0	0.21351481905129713
BANP	16	0	0	0	1	1.0	0.10645805305789192
BARHL2	1	0	0	0	1	1.0	0.07371769381829844
BAZ1B	7	0	0	0	1	1.0	0.21069561445489554
BAZ2B	2	0	1	0	2	0.05015279542682816	0.0040795738876648535
BBS12	4	0	0	0	1	1.0	0.09636777655324387
BBS2	16	0	0	0	1	1.0	0.11950024518572906
BCAP29	7	0	0	0	1	1.0	0.0324692883492556
BCKDHA	19	0	0	0	1	1.0	0.09614152000019842
BCL2L11	2	0	0	0	1	1.0	0.028717035520966307
BCL3	19	0	0	0	1	1.0	0.078737798826893
BCL7C	16	0	0	0	1	1.0	0.048305034197388616
BCL9	1	0	0	1	1	1.0	0.023759916301525328
BCL9L	11	0	0	0	1	1.0	0.25146237482539474
BCMO1	16	0	0	0	1	1.0	0.0911831813147233
BCOR	X	0	2	0	1	0.00022199704230268448	0.0009986574596963112
BCORL1	X	0	1	0	0	0.021307620309850814	0.17042520637541936
BEND3	6	0	0	0	1	1.0	0.17071507266573951
BHLHB9	X	1	0	0	0	0.005386649133600759	0.04501772065890228
BICD1	12	0	0	0	2	1.0	0.01207279845929224
BIRC6	2	0	0	0	1	1.0	0.4817900597276604
BLNK	10	0	0	0	1	1.0	0.07525718769192125
BMP1	8	0	0	0	1	1.0	0.20044762070062716
BMP5	6	0	0	0	2	1.0	0.002821303791040709
BMP6	6	1	0	0	0	0.011380409997582316	0.09586316154594096
BMPER	7	1	0	0	0	0.01664649602348257	0.11984498791001624
BMPR2	2	0	0	0	1	1.0	0.15254999240865688
BMS1	10	0	0	0	1	1.0	0.18913548744823816
BOD1L1	4	0	0	0	2	1.0	0.06414036691274606
BOK	2	0	0	0	1	1.0	0.04151399839066606
BPIFC	22	0	0	0	1	1.0	0.07469810512577471
BPTF	17	0	0	0	1	1.0	0.34858420910734716
BRAF	7	0	0	0	3	1.0	0.00024729582545146073
BRD2	6	0	0	0	1	1.0	0.12648287465719485
BRD4	19	0	0	0	2	1.0	0.027697801451324357
BRF1	14	0	0	0	1	1.0	0.12571850924953962
BRINP3	1	0	0	0	2	1.0	0.008193929159295205
BRIP1	17	0	0	0	1	1.0	0.16520962799121175
BRMS1L	14	0	0	1	0	1.0	0.051334456114979284
BRPF1	3	0	0	0	1	1.0	0.222557260671425
BRPF3	6	0	0	0	1	1.0	0.19687465338508583
BRWD1	21	0	0	0	1	1.0	0.28969131705914397
BRWD3	X	0	0	0	2	1.0	0.013931996862317894
BSG	19	0	0	0	1	1.0	0.0822974022060078
BSN	3	0	0	0	1	1.0	0.5239917787507158
BTBD6	14	0	0	0	1	1.0	0.08657108311946873
BTN3A3	6	0	0	0	2	1.0	0.00425939107579103
BUB1	2	0	0	0	1	1.0	0.14377573907298033
BZRAP1	17	0	0	0	1	1.0	0.2753663941035788
C10orf90	10	0	0	0	1	1.0	0.11649718629641072
C11orf30	11	0	0	0	1	1.0	0.18544174752636453
C11orf57	11	0	0	0	1	1.0	0.04247345297244833
C12orf56	12	0	0	0	1	1.0	0.0698070209759159
C13orf35	13	0	0	0	1	1.0	0.023392359457137635
C15orf39	15	0	0	0	1	1.0	0.1639158466730894
C17orf47	17	0	0	0	1	1.0	0.08482635828606806
C18orf8	18	0	0	0	1	1.0	0.11204468657244335
C19orf35	19	0	0	0	1	1.0	0.07384649747645754
C19orf40	19	0	0	0	1	1.0	0.037677737807893706
C1QTNF2	5	0	0	0	1	1.0	0.07026989397912851
C1RL	12	0	0	0	2	1.0	0.0035608180265958907
C1orf168	1	0	0	0	1	1.0	0.09535651606133348
C1orf194	1	0	0	0	1	1.0	0.026917888629384497
C1orf198	1	0	1	0	0	0.006089281407935491	0.05575929791738066
C1orf65	1	0	0	0	1	1.0	0.12477398058890245
C1orf94	1	0	0	0	1	1.0	0.06618822329384069
C20orf112	20	1	0	0	0	0.011215419707413585	0.09757847748892308
C20orf194	20	0	0	0	1	1.0	0.16623037719739878
C20orf26	20	0	0	0	1	1.0	0.19817862016919177
C21orf62	21	0	0	0	1	1.0	0.03416001014386414
C22orf39	22	0	0	0	1	1.0	0.013970450152878943
C2orf42	2	0	0	0	1	1.0	0.09047028292182878
C2orf43	2	0	0	0	1	1.0	0.04709790373365401
C3	19	0	1	0	0	0.04155489724732397	0.2906098121222126
C3orf70	3	0	0	0	1	1.0	0.044438587313242996
C5orf42	5	0	0	0	1	1.0	0.26556671954589217
C5orf60	5	0	0	0	1	1.0	0.0
C6orf120	6	0	0	0	1	1.0	0.05005689870712526
C7orf33	7	0	0	0	1	1.0	0.030495389972828784
C8orf33	8	0	0	0	1	1.0	0.047268686017607614
C8orf58	8	0	0	0	1	1.0	0.06551570896972693
C9orf50	9	0	0	0	1	1.0	0.06033599531928073
C9orf64	9	0	0	0	1	1.0	0.06409745782206576
C9orf84	9	0	0	0	1	1.0	0.1727579150511415
CA13	8	0	1	0	0	0.006631141510258356	0.04246250789930449
CA3	8	0	0	0	1	1.0	0.043819836926478804
CABIN1	22	0	0	0	2	1.0	0.06029278322679337
CACNA1A	19	1	0	0	2	0.0	0.0
CACNA1C	12	0	0	0	2	1.0	0.06866017678323193
CACNA1E	1	0	0	0	2	1.0	0.06834950834583152
CACNA1H	16	0	0	1	2	1.0	0.008254162382330673
CACNA1I	22	0	0	0	1	1.0	0.2921070994107825
CACNA2D4	12	0	0	0	1	1.0	0.18597767776199647
CAD	2	0	0	0	3	1.0	0.010515549515131091
CADM1	11	0	0	0	1	1.0	0.07090422650498271
CADPS	3	0	0	0	1	1.0	0.20551533155429427
CALCRL	2	0	0	0	1	1.0	0.06323633869206029
CALML6	1	0	0	0	1	1.0	0.02929769923435006
CAMK2A	5	0	1	0	0	0.013763531177046723	0.09439721508005902
CAMSAP1	9	0	0	0	1	1.0	0.23407765555140336
CAND1	12	0	0	0	1	1.0	0.15937474533436258
CAPG	2	0	0	0	1	1.0	0.06114820385479734
CAPZB	1	0	0	0	1	1.0	0.04544104117252956
CARD14	17	0	1	0	1	0.022339879705878966	0.016108663794626023
CASC1	12	0	0	1	0	1.0	0.09347692852598354
CASC5	15	0	0	0	1	1.0	0.2682285541519313
CASK	X	0	1	0	0	0.01527883237870596	0.09163248329011182
CASKIN2	17	0	0	0	1	1.0	0.2120198701347518
CASP9	1	0	0	0	1	1.0	0.06626485245869577
CASZ1	1	0	0	0	1	1.0	0.3189900585381324
CATSPERB	14	0	0	0	1	1.0	0.15426326905244278
CATSPERG	19	0	1	0	0	0.023015155995846203	0.15394092461316256
CBL	11	0	1	0	0	0.022696382487363526	0.1358304447840134
CBLC	19	0	0	0	1	1.0	0.086970166737536
CBX8	17	0	0	0	1	1.0	0.08647425028533828
CC2D2A	4	0	0	0	1	1.0	0.2075255050978715
CCAR1	10	0	0	0	1	1.0	0.17058895012481684
CCAR2	8	0	0	0	1	1.0	0.147753651240536
CCDC112	5	0	0	0	1	1.0	0.055134714663685885
CCDC113	16	0	0	0	1	1.0	0.06719185042900842
CCDC129	7	0	1	0	3	0.019118869048277802	1.6119924895780005e-05
CCDC13	3	0	0	0	1	1.0	0.12041487212395266
CCDC144NL	17	0	0	0	1	1.0	0.04107676195261708
CCDC154	16	0	0	0	1	1.0	0.0
CCDC158	4	0	0	0	1	1.0	0.15854993043635646
CCDC171	9	0	0	0	1	1.0	0.18077633868969178
CCDC180	9	0	0	0	1	1.0	0.21737368246897903
CCDC36	3	0	0	0	1	1.0	0.07461627194684928
CCDC53	12	0	0	0	1	1.0	0.020529538887743295
CCDC82	11	0	0	0	1	1.0	0.07888724435848797
CCDC85A	2	0	0	0	1	1.0	0.08206037673108675
CCDC86	11	0	0	0	1	1.0	0.08104245521922576
CCDC88A	2	0	0	0	2	1.0	0.02800191214435488
CCDC88C	14	0	0	0	1	1.0	0.3032798961461527
CCDC92	12	0	0	0	1	1.0	0.06688511178157053
CCM2	7	0	0	0	1	1.0	0.0812899549154716
CCNB3	X	0	0	0	1	1.0	0.10802409004172403
CCNL1	3	0	1	0	0	0.013491537581192977	0.08601589275465227
CCR2	3	1	0	0	0	0.007023109437754214	0.05751122041133922
CCR4	3	0	0	0	1	1.0	0.05141538501922134
CCSER1	4	0	1	0	0	0.015051550272822591	0.09543820832067851
CCT3	1	0	0	0	1	1.0	0.09731042935045223
CD109	6	0	0	0	1	1.0	0.17939881827764353
CD164	6	0	0	0	1	1.0	0.03792127663375843
CD1C	1	0	1	0	1	0.00857996981247491	0.0012765880058048862
CD2	1	0	0	0	1	1.0	0.05161756247152627
CD244	1	0	0	0	1	1.0	0.051998874501154625
CD300LB	17	0	0	0	1	1.0	0.040391290146060695
CD3EAP	19	0	0	0	1	1.0	0.07866451105105082
CD46	1	0	0	0	1	1.0	0.062334423603734826
CD5	11	0	0	0	1	1.0	0.08472305961352765
CD86	3	0	0	0	1	1.0	0.048627827297365214
CD97	19	0	0	0	1	1.0	0.1546872268474285
CDADC1	13	0	0	0	1	1.0	0.06797770276772289
CDAN1	15	1	0	0	0	0.027647182993851303	0.18565632678836896
CDC14A	1	0	0	0	1	1.0	0.09126060184701663
CDC27	17	0	1	0	0	0.020477548038953897	0.11276576769992752
CDC42	1	0	0	0	1	1.0	0.029356121489820284
CDC42BPB	14	0	0	0	1	1.0	0.2772117645312301
CDC42EP3	2	0	0	0	1	1.0	0.03848006867444906
CDH12	5	0	0	0	1	1.0	0.12154004739525073
CDH13	16	0	0	0	1	1.0	0.11726524963797179
CDH20	18	0	0	0	1	1.0	0.1434029116487236
CDH24	14	0	0	0	1	1.0	0.1396085551231722
CDH3	16	0	0	0	1	1.0	0.13703720264462538
CDH9	5	0	0	0	1	1.0	0.1236247150802315
CDHR2	5	0	0	0	1	1.0	0.22397399972097848
CDHR4	3	0	0	0	1	1.0	0.031355650478552384
CDK13	7	0	1	0	5	0.03236119236404101	7.918480825554224e-08
CDK5R2	2	0	0	0	1	1.0	0.07414567238476592
CDK5RAP2	9	0	0	0	1	1.0	0.255462692721543
CDKAL1	6	0	0	0	1	1.0	0.08599655443700482
CDKL2	4	1	0	0	1	0.011551397760137317	0.002284142268450481
CDKN1B	12	0	0	0	1	1.0	0.045337175831867985
CDKN3	14	0	0	0	1	1.0	0.030601348383029962
CDR2	16	0	0	0	1	1.0	0.07373496354371314
CDYL2	16	0	0	0	1	1.0	0.09435061267741686
CEACAM21	19	0	0	0	1	1.0	0.04709646095901875
CECR2	22	0	0	0	1	1.0	0.22772675961702102
CELF3	1	0	0	0	1	1.0	0.07326262072792437
CELSR1	22	0	0	0	1	1.0	0.4875061178372708
CELSR3	3	0	0	0	1	1.0	0.5167031686241622
CENPE	4	0	0	0	1	1.0	0.29791566877207076
CEP120	5	0	0	0	1	1.0	0.1426017226864562
CEP170	1	0	0	0	1	1.0	0.20947302244963273
CEP170B	14	0	0	0	1	1.0	0.22246786425516843
CEP250	20	0	0	0	1	1.0	0.31931059890686586
CEP290	12	0	0	0	2	1.0	0.029613331699142296
CEP85	1	0	0	0	1	1.0	0.11698624386901203
CEP95	17	1	0	0	0	0.016982405758656168	0.10923021954337189
CES2	16	0	0	0	1	1.0	0.11086524384612274
CFH	1	0	0	0	2	1.0	0.015822788259651974
CHAD	17	0	0	0	2	1.0	0.002880872258561203
CHAF1B	21	0	0	0	1	1.0	0.09616644612399111
CHAMP1	13	0	1	0	0	0.014341183356700614	0.11205295692911175
CHAT	10	0	1	0	0	0.015640952935557787	0.11847343214381911
CHD1	5	0	0	0	1	1.0	0.22137279559500123
CHD4	12	0	0	0	8	1.0	3.9043491989705094e-09
CHD5	1	0	0	0	1	1.0	0.3259952139268332
CHD7	8	2	11	0	5	2.8389249431949397e-26	2.102922316885198e-22
CHL1	3	0	0	0	1	1.0	0.1672958467302087
CHMP4C	8	0	0	0	1	1.0	0.03827912003539454
CHORDC1	11	0	0	0	1	1.0	0.046452891706173394
CHRNA2	8	0	0	0	1	1.0	0.09878738366683674
CHRNB4	15	0	0	0	1	1.0	0.0940812353690703
CHRNE	17	0	0	0	1	1.0	0.11545952181783134
CHSY1	15	0	0	0	2	1.0	0.008036536014852087
CIT	12	0	0	0	1	1.0	0.3264007965466524
CLASP2	3	0	0	0	1	1.0	0.19147058350035376
CLCN7	16	0	0	0	1	1.0	0.13425435628013624
CLDN4	7	0	0	0	1	1.0	0.048975159898594266
CLIP3	19	0	0	0	1	1.0	0.11201530512483071
CLK1	2	0	0	0	1	1.0	0.08052631836907918
CLK3	15	0	0	0	1	1.0	0.10422532386925017
CLNK	4	0	0	0	1	1.0	0.06067522305895018
CLPTM1	19	0	0	0	1	1.0	0.13339613989436183
CLSTN1	1	0	0	0	1	1.0	0.17533259499386897
CLSTN3	12	0	0	0	1	1.0	0.1589721328968694
CLTA	9	0	0	0	1	1.0	0.04460086669162211
CLTCL1	22	0	0	0	1	1.0	0.23267798413885454
CLUH	17	0	0	0	2	1.0	0.033357457611127336
CMSS1	3	0	0	0	1	1.0	0.04242665556396219
CNDP1	18	0	0	0	1	1.0	0.09231511482262245
CNGA2	X	0	0	0	1	1.0	0.06534981992398657
CNGA3	2	0	0	0	1	1.0	0.12278541116482625
CNKSR1	1	0	0	0	1	1.0	0.1242728445637719
CNN1	19	0	0	0	1	1.0	0.0609071491216002
CNOT1	16	0	1	0	0	0.055461147022324374	0.31557807617670286
CNOT3	19	0	0	0	1	1.0	0.14145696546537334
CNOT6	5	0	0	0	1	1.0	0.08151242937633443
CNPY4	7	0	0	0	1	1.0	0.04309653936662764
CNTF	11	0	0	0	1	1.0	0.035270698785474425
CNTLN	9	0	0	0	1	1.0	0.18996487796951908
CNTN2	1	0	0	0	1	1.0	0.1979620154967151
CNTN6	3	0	0	0	1	1.0	0.14085100437454626
COBLL1	2	0	0	0	1	1.0	0.15061732729195684
COG2	1	0	0	0	1	1.0	0.11469099674106555
COL11A2	6	0	0	0	1	1.0	0.2733888433527814
COL15A1	9	0	1	0	2	0.03228842736983147	0.0019342947835953594
COL16A1	1	0	0	0	1	1.0	0.24406267658735323
COL20A1	20	0	0	0	1	1.0	0.19763460314354817
COL23A1	5	1	0	0	0	0.014582770307023981	0.07667032637066865
COL4A1	13	0	0	0	1	1.0	0.24807709147790125
COL4A2	13	0	0	0	1	1.0	0.2656237326854415
COL4A3	2	0	1	0	0	0.03957356994649172	0.22663928144309878
COL4A3BP	5	0	0	0	1	1.0	0.09978486774215944
